name of media group,description of media group,headquarters of the media group,title of the tv channel,video quality of the tv channel,programme,description,programme_lssl,schedule,production_company,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",balonmanovision-sportscenter,20-23,Chapman-Townsend,Leslie,Johnson,1950-01-31,Male,Commentator,College Sports Analyst,jamescochran
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",balonmanovision-sportscenter,20-23,Chapman-Townsend,Rebecca,Moore,1992-05-07,Male,Reporter,Sports Science Writer,elizabeth36
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Global News Roundup,World news coverage from around the globe.,balonmanovision-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",William,Huang,1974-12-17,Female,Journalist,High School Sports Reporter,banksmary
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Global News Roundup,World news coverage from around the globe.,balonmanovision-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Philip,Boyd,1966-12-05,Female,Analyst,Olympics Correspondent,kerremma
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Global News Roundup,World news coverage from around the globe.,balonmanovision-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Jennifer,Anderson,1942-07-17,Female,Host,Cycling Journalist,johnwong
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Global News Roundup,World news coverage from around the globe.,balonmanovision-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Lisa,Smith,2000-07-03,Male,Reporter,Extreme Sports Correspondent,awoods
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Global News Roundup,World news coverage from around the globe.,balonmanovision-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Linda,Moore,1944-03-07,Male,Producer,College Sports Analyst,wesley41
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Global News Roundup,World news coverage from around the globe.,balonmanovision-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Ebony,Moon,1949-09-06,Male,Commentator,Equestrian Journalist,timothycarpenter
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Brian,Fitzgerald,1938-08-14,Male,Producer,Mixed Martial Arts (MMA) Reporter,meghansmith
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Kayla,Anderson,1999-05-13,Female,Reporter,Motorsports Journalist,dwright
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Mary,Wells,1936-01-04,Male,Host,High School Sports Reporter,imorales
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Lisa,Smith,2000-07-03,Male,Host,Extreme Sports Correspondent,awoods
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Brittany,Walter,1974-03-12,Male,Journalist,Sports Medicine Correspondent,xcamacho
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Francisco,Bush,1961-11-15,Male,Commentator,Water Sports Reporter,brendanrodriguez
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Don,Johnson,1994-08-18,Female,Producer,Youth Sports Correspondent,alexander94
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Jerry,Clark,1965-10-25,Male,Producer,Basketball Correspondent,esanchez
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Benjamin,Baldwin,1940-07-09,Female,Reporter,Youth Sports Correspondent,whitesarah
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Alexander,Bell,1955-02-04,Male,Reporter,Water Sports Reporter,bennettjoseph
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Eric,Foley,1999-07-25,Male,Host,Extreme Sports Correspondent,andersondavid
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Raymond,Mason,1935-05-06,Male,Reporter,High School Sports Reporter,jodi31
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Jon,Solis,1966-08-26,Female,Analyst,Olympics Correspondent,derek36
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Jeffery,Oneal,1999-08-28,Female,Journalist,Winter Sports Analyst,zhubbard
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Spectacle,Exciting moments and highlights from the sports world.,balonmanovision-sportsspectacle,22-23,Reed Ltd,Heather,Deleon,1957-08-14,Male,Producer,Equestrian Journalist,garrettbarber
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",balonmanovision-sportsinsight,22-23,Wood Group,Matthew,Melendez,2006-03-15,Male,Commentator,Youth Sports Correspondent,edgarlyons
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",balonmanovision-sportsinsight,22-23,Wood Group,Matthew,Gutierrez,1981-09-15,Male,Commentator,Boxing Reporter,kyleball
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",balonmanovision-sportsinsight,22-23,Wood Group,Robert,Miller,1944-12-26,Male,Analyst,Wrestling Commentator,wramirez
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",balonmanovision-sportsinsight,22-23,Wood Group,Kendra,Simpson,1939-01-27,Female,Commentator,Water Sports Reporter,bdavis
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",balonmanovision-sportsinsight,22-23,Wood Group,Bonnie,Tran,1976-08-30,Male,Producer,Extreme Sports Correspondent,tylerlivingston
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Talk,Engaging discussions and analysis of sports events.,iberianewschannel-sportstalk,14-20,Lutz Ltd,Stephanie,Dunn,1994-04-10,Female,Host,Cricket Analyst,geverett
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Talk,Engaging discussions and analysis of sports events.,iberianewschannel-sportstalk,14-20,Lutz Ltd,Michelle,Sullivan,1973-12-05,Male,Commentator,Soccer Journalist,stephanie18
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Talk,Engaging discussions and analysis of sports events.,iberianewschannel-sportstalk,14-20,Lutz Ltd,Brittany,Cooper,1968-02-02,Male,Host,Cycling Journalist,suzannejohnson
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Ray,Steele,1940-08-26,Female,Producer,Esports Commentator,vmccormick
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Megan,Wallace,1943-03-02,Male,Analyst,Baseball Analyst,fletcherdavid
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Joshua,Mason,1954-03-10,Male,Reporter,Soccer Journalist,allendestiny
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Maria,Kane,1996-02-02,Female,Commentator,Hockey Reporter,jaclyn12
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Stephanie,Duke,1961-02-11,Male,Analyst,Mixed Martial Arts (MMA) Reporter,ocox
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Sarah,Benitez,1952-05-13,Female,Commentator,Boxing Reporter,ericfrederick
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Amber,Brown,1970-02-26,Female,Host,Sports Medicine Correspondent,christine58
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Darrell,Johnson,1996-07-01,Female,Journalist,Cricket Analyst,lauren32
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Angel,Munoz,1997-06-25,Male,Journalist,Rugby Correspondent,lisamcguire
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Hunter,Sims,1936-04-20,Female,Host,Basketball Correspondent,hurleymelanie
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Jason,Foster,1959-04-25,Male,Commentator,Athletics Commentator,osteele
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Douglas,Dean,1976-01-23,Male,Commentator,Tennis Commentator,chad45
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Teresa,Freeman,2003-10-19,Male,Analyst,Water Sports Reporter,rhodesjacqueline
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sports Insight,"Insights, highlights, and interviews from the world of sports.",iberianewschannel-sportsinsight,22-23,Wood Group,Dana,Bailey,2001-11-04,Male,Commentator,Equestrian Journalist,chriscampos
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Prime Time News,In-depth coverage of current events during prime time.,iberianewschannel-primetimenews,22-23,Graham-Vargas,Tamara,Garcia,1962-07-29,Female,Analyst,Paralympics Reporter,chasegutierrez
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Prime Time News,In-depth coverage of current events during prime time.,iberianewschannel-primetimenews,22-23,Graham-Vargas,Nicole,Gardner,1970-11-07,Male,Analyst,Esports Commentator,longronald
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Prime Time News,In-depth coverage of current events during prime time.,iberianewschannel-primetimenews,22-23,Graham-Vargas,Kimberly,Case,1938-03-12,Male,Reporter,Soccer Journalist,diane54
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Prime Time News,In-depth coverage of current events during prime time.,iberianewschannel-primetimenews,22-23,Graham-Vargas,Leslie,Russell,1936-01-25,Female,Journalist,Football Reporter,caseydaniel
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Prime Time News,In-depth coverage of current events during prime time.,iberianewschannel-primetimenews,22-23,Graham-Vargas,Cathy,Campbell,1989-03-08,Female,Commentator,Paralympics Reporter,seanjohnson
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Prime Time News,In-depth coverage of current events during prime time.,iberianewschannel-primetimenews,22-23,Graham-Vargas,Charles,Thomas,1948-12-19,Male,Commentator,Sports Science Writer,cindyvasquez
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Prime Time News,In-depth coverage of current events during prime time.,iberianewschannel-primetimenews,22-23,Graham-Vargas,Kelly,Kerr,1990-04-07,Male,Reporter,Basketball Correspondent,sean40
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sunday Magazine,A weekend magazine show featuring special reports and features.,iberianewschannel-sundaymagazine,10-22,"Webster, Thompson and Ballard",Brian,Howard,1952-12-06,Male,Host,Sports Business Journalist,lschneider
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sunday Magazine,A weekend magazine show featuring special reports and features.,iberianewschannel-sundaymagazine,10-22,"Webster, Thompson and Ballard",Joshua,Mason,1954-03-10,Male,Reporter,Soccer Journalist,allendestiny
IberiaBroadcast,Diverse Iberian media network,Barcelona,Iberia News Channel,720p HD,Iberia News Channel - Sunday Magazine,A weekend magazine show featuring special reports and features.,iberianewschannel-sundaymagazine,10-22,"Webster, Thompson and Ballard",James,Olson,1946-02-20,Male,Commentator,Motorsports Journalist,baileyrichard
