Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Oviedo Polo Shirt L 48.99  All Seasons Polyester,Oviedo,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",48.99,Fashion Wear,Casual yet sporty attire for various occasions.,L,,90,,,,All Seasons,,Polyester,,Oviedo - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Mastercard,15%,"Málaga, Spain",1,376010509509373,07/29,48.99,2020-11-01 09:16:20
Oviedo Boots XL Official 111.99 Football  Waterproof Lace-up,Oviedo,Boots,Sports footwear designed for different activities.,111.99,Football,Ideal for football players and enthusiasts.,XL,Official,89,Waterproof,Football,,,Waterproof,,Lace-up,Oviedo - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Discover,0%,"Huesca, Spain",5,639033792180,10/30,559.9499999999999,2023-01-31 19:55:53
Oviedo Jersey XS 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,XS,,102,,,,Summer,,Blend,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Maestro,25%,"Burgos, Spain",2,4447732832717483,07/28,139.98,2021-07-12 21:09:24
Oviedo Jersey S Official 69.99  All Seasons Polyester,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Any Sport,Suitable for any sports activity.,S,Official,112,Breathable,,,All Seasons,,Polyester,,Oviedo - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Maestro,0%,"Cantabria, Spain",11,2712899551826092,07/27,769.89,2024-03-04 03:42:41
Oviedo Jersey XS 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,XS,,39,,,,Summer,,Blend,,Oviedo - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 19 digit,0%,"Sevilla, Spain",11,3509585777276841,10/28,769.89,2024-02-09 23:36:23
Oviedo Coat 3XL 181.99  Winter Cotton,Oviedo,Coat,Outerwear garment for protection against cold weather.,181.99,Winter Activities,Designed to keep you warm during winter activities.,3XL,,88,Wind-resistant,,,Winter,,Cotton,,Oviedo - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,0%,"Teruel, Spain",12,4607467350667970894,09/24,2183.88,2021-08-17 14:02:49
Oviedo Cup  27.99 Microwave and Dishwasher Safe,Oviedo,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.99,Sports and Achievements,A trophy cup suitable for sports achievements.,,,79,,,Microwave and Dishwasher Safe,,,,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Mastercard,0%,"Ceuta, Spain",2,376070122820383,01/34,55.98,2024-03-07 05:49:48
Oviedo Backpack Official 97.99 Multi-Compartment,Oviedo,Backpack,"Bag worn on the back, designed to carry belongings.",97.99,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,39,Laptop Compartment,,Multi-Compartment,,,,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",,,,,,,,
Oviedo Jersey S Official 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,S,Official,3,,,,Summer,,Blend,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 19 digit,10%,"Santa Cruz de Tenerife, Spain",8,3598341103996294,05/28,559.92,2019-11-21 18:42:17
Oviedo Cup Official 27.99 Microwave and Dishwasher Safe,Oviedo,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.99,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,44,,,Microwave and Dishwasher Safe,,,,,Oviedo - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",American Express,0%,"Murcia, Spain",6,213183409872105,06/25,167.94,2021-11-29 10:52:08
Oviedo Jersey XL Official 69.99  All Seasons Polyester,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Any Sport,Suitable for any sports activity.,XL,Official,44,Breathable,,,All Seasons,,Polyester,,Oviedo - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Diners Club / Carte Blanche,50%,"Valladolid, Spain",1,4770633359082,03/34,69.99,2019-10-06 13:36:17
Oviedo Cap S Official 27.99 UV Protection,Oviedo,Cap,"Headwear with a brim, often used for sports or casual wear.",27.99,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,S,Official,102,,,UV Protection,,,,,Oviedo - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Maestro,10%,"Lugo, Spain",11,30010827203590,10/28,307.89,2020-10-31 21:36:09
Oviedo Shorts M 41.99  Winter Cotton,Oviedo,Shorts,"Brief-length trousers, worn in warm weather or for sports.",41.99,Spring Activities,Great for staying cool during summer sports.,M,,89,,,,Winter,,Cotton,,Oviedo - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",American Express,0%,"Asturias, Spain",12,213174976144515,07/29,503.88,2022-02-20 01:28:52
Oviedo Socks XL Official 13.99 All sports  Sweet fit,Oviedo,Socks,Garments worn on the feet for comfort and warmth.,13.99,Sports and Exercise,Designed for sports and exercise routines.,XL,Official,51,,All sports,,,Sweet,,fit,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Maestro,15%,"Vizcaya, Spain",11,30010827203590,10/28,153.89000000000001,2022-12-18 13:03:32
Oviedo Jersey M Official 69.99  All Seasons Polyester,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Any Sport,Suitable for any sports activity.,M,Official,13,Breathable,,,All Seasons,,Polyester,,Oviedo - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"Barcelona, Spain",6,180085161304061,12/24,419.93999999999994,2024-04-10 10:11:53
Oviedo Long Pants XS Official 83.99  Summer Blend,Oviedo,Long Pants,Full-length trousers or pants.,83.99,Sports and Activities,Designed for sports and exercise activities.,XS,Official,15,,,,Summer,,Blend,,Oviedo - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 15 digit,0%,"Baleares, Spain",1,4128606402518149,10/27,83.99,2020-06-09 22:03:59
Oviedo Coat XS Official 181.99  Winter Cotton,Oviedo,Coat,Outerwear garment for protection against cold weather.,181.99,Winter Activities,Designed to keep you warm during winter activities.,XS,Official,47,Wind-resistant,,,Winter,,Cotton,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 13 digit,0%,"Baleares, Spain",10,6011126365062279,05/26,1819.9,2021-08-26 22:33:46
Oviedo Polo Shirt 3XL Official 48.99  All Seasons Polyester,Oviedo,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",48.99,Fashion Wear,Casual yet sporty attire for various occasions.,3XL,Official,52,,,,All Seasons,,Polyester,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 15 digit,0%,"Palencia, Spain",8,4159350190311614387,06/27,391.92,2019-12-11 16:58:11
Oviedo Backpack  97.99 Multi-Compartment,Oviedo,Backpack,"Bag worn on the back, designed to carry belongings.",97.99,Travel and Everyday Use,Ideal for travel and everyday use.,,,2,Laptop Compartment,,Multi-Compartment,,,,,Oviedo - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",American Express,0%,"Zamora, Spain",11,3545925357631237,09/33,1077.8899999999999,2022-03-20 12:25:17
Oviedo Cup Official 27.99 Microwave and Dishwasher Safe,Oviedo,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.99,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,22,,,Microwave and Dishwasher Safe,,,,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Discover,10%,"Segovia, Spain",9,3553145932436064,06/27,251.91,2023-06-09 17:58:21
Oviedo Long Pants 2XL 83.99  Summer Blend,Oviedo,Long Pants,Full-length trousers or pants.,83.99,Sports and Activities,Designed for sports and exercise activities.,2XL,,28,,,,Summer,,Blend,,Oviedo - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Vizcaya, Spain",7,4155203350783371604,03/31,587.93,2020-12-07 00:43:55
Oviedo Socks 3XL 13.99 All sports  Sweet fit,Oviedo,Socks,Garments worn on the feet for comfort and warmth.,13.99,Sports and Exercise,Designed for sports and exercise routines.,3XL,,63,,All sports,,,Sweet,,fit,Oviedo - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Discover,10%,"Girona, Spain",11,3581370712841533,05/30,153.89000000000001,2022-12-10 15:28:47
Oviedo Goalkeeper Gloves XS Official 125.99,Oviedo,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,125.99,Soccer,Specifically designed for football goalkeepers.,XS,Official,40,,,,,,,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",VISA 13 digit,10%,"Cuenca, Spain",2,6565615172516030,10/27,251.98,2020-03-06 08:48:15
Oviedo Goalkeeper Gloves XL Official 125.99,Oviedo,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,125.99,Soccer,Specifically designed for football goalkeepers.,XL,Official,101,,,,,,,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Discover,0%,"Pontevedra, Spain",1,4395359641043987708,07/24,125.99,2023-12-24 16:51:29
Oviedo Polo Shirt 3XL Official 48.99  All Seasons Polyester,Oviedo,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",48.99,Fashion Wear,Casual yet sporty attire for various occasions.,3XL,Official,2,,,,All Seasons,,Polyester,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 15 digit,0%,"Ourense, Spain",11,503864181980,10/29,538.89,2020-04-23 19:04:13
Oviedo Coat XS 181.99  Winter Cotton,Oviedo,Coat,Outerwear garment for protection against cold weather.,181.99,Winter Activities,Designed to keep you warm during winter activities.,XS,,37,Wind-resistant,,,Winter,,Cotton,,Oviedo - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Discover,25%,"Zaragoza, Spain",11,639033792180,10/30,2001.89,2020-10-12 21:58:31
Oviedo Long Pants 2XL 83.99  Summer Blend,Oviedo,Long Pants,Full-length trousers or pants.,83.99,Sports and Activities,Designed for sports and exercise activities.,2XL,,6,,,,Summer,,Blend,,Oviedo - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 19 digit,0%,"Ceuta, Spain",12,3516901944251990,08/28,1007.8799999999999,2019-12-12 13:11:52
Oviedo Goalkeeper Gloves 2XL Official 125.99,Oviedo,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,125.99,Soccer,Specifically designed for football goalkeepers.,2XL,Official,55,,,,,,,,Oviedo - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Toledo, Spain",7,342122701542119,08/29,881.93,2020-09-21 02:14:29
Oviedo Jersey S Official 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,S,Official,22,,,,Summer,,Blend,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",American Express,0%,"Cáceres, Spain",3,676128776314,10/25,209.96999999999997,2021-10-01 10:05:51
Oviedo Long Pants 3XL 83.99  Summer Blend,Oviedo,Long Pants,Full-length trousers or pants.,83.99,Sports and Activities,Designed for sports and exercise activities.,3XL,,6,,,,Summer,,Blend,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Maestro,50%,"León, Spain",3,4087049309498918,01/30,251.96999999999997,2022-10-25 13:13:48
Oviedo Ball Official 34.99,Oviedo,Ball,Spherical object used in various sports and games.,34.99,Few Sports,Versatile ball for various sports and games.,,Official,27,,,,,,,,Oviedo - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,0%,"Cantabria, Spain",7,3562492195364677,12/33,244.93,2021-09-04 22:54:18
Oviedo Long Pants XL Official 83.99  Summer Blend,Oviedo,Long Pants,Full-length trousers or pants.,83.99,Sports and Activities,Designed for sports and exercise activities.,XL,Official,34,,,,Summer,,Blend,,Oviedo - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 13 digit,0%,"Granada, Spain",1,3509409119719527,10/24,83.99,2022-09-24 16:32:20
Oviedo Shorts 3XL 41.99  Winter Cotton,Oviedo,Shorts,"Brief-length trousers, worn in warm weather or for sports.",41.99,Spring Activities,Great for staying cool during summer sports.,3XL,,42,,,,Winter,,Cotton,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 13 digit,0%,"Madrid, Spain",3,4747357110470932938,09/25,125.97,2022-06-04 13:52:23
Oviedo Jersey XS 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,XS,,108,,,,Summer,,Blend,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Diners Club / Carte Blanche,25%,"Guipúzcoa, Spain",8,4262822962473371739,05/31,559.92,2019-12-22 22:57:30
Oviedo Jersey 3XL Official 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,3XL,Official,22,,,,Summer,,Blend,,Oviedo - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"Teruel, Spain",12,3540885575350439,09/31,839.8799999999999,2021-06-20 18:03:36
