FirstName,LastName,birthdate,Gender,vacation_days,Shop,role,shift
Haroldo,Lerma,1999-01-14 10:39:22,Male,13,Real Madrid - CornerKick Collections,Customer Service Representative,12:00 PM - 8:00 PM
Bonifacio,Aranda,1993-10-19 06:06:54,Male,7,Real Madrid - CornerKick Collections,Cashier,9:00 AM - 5:00 PM
Alfonso,Nogueira,1974-05-09 06:56:33,Male,12,Real Madrid - CornerKick Collections,Sales Associate,9:00 AM - 5:00 PM
Dan,Mayol,1996-08-30 10:10:01,Male,7,Real Madrid - CornerKick Collections,Sales Associate,10:00 AM - 6:00 PM
Odalis,Colom,1983-08-16 20:55:46,Female,12,Real Madrid - Striker's Style Outlet,Cashier,12:00 PM - 8:00 PM
Renata,Alcántara,1994-02-25 03:42:25,Female,4,Real Madrid - Striker's Style Outlet,Inventory Clerk,10:00 AM - 6:00 PM
Nilda,Busquets,1983-01-27 14:00:15,Female,9,Real Madrid - Striker's Style Outlet,Sales Associate,9:00 AM - 5:00 PM
Maribel,Pazos,1978-10-16 11:59:56,Female,4,Real Madrid - Striker's Style Outlet,Sales Associate,10:00 AM - 6:00 PM
Víctor,Muñoz,1978-07-28 15:02:37,Male,4,Real Madrid - Striker's Style Outlet,Store Manager,9:00 AM - 5:00 PM
Adela,Madrid,1987-12-28 20:24:46,Female,11,Real Madrid - Striker's Style Outlet,Store Manager,9:00 AM - 5:00 PM
Arturo,Hidalgo,1994-01-16 03:55:48,Male,8,Real Madrid - NetBound Sports,Customer Service Representative,9:00 AM - 5:00 PM
Adelia,Chacón,1993-07-18 07:43:22,Female,12,Real Madrid - NetBound Sports,Customer Service Representative,10:00 AM - 6:00 PM
Calixto,Valls,1993-01-06 20:08:13,Male,11,Real Madrid - NetBound Sports,Inventory Clerk,11:00 AM - 7:00 PM
Marcela,Benito,1991-02-11 19:19:07,Female,13,Real Madrid - NetBound Sports,Sales Associate,12:00 PM - 8:00 PM
Selena,Sureda,1988-09-09 10:11:09,Female,11,Real Madrid - NetBound Sports,Cashier,12:00 PM - 8:00 PM
Ramiro,Serrano,1983-06-22 06:11:39,Male,6,Real Madrid - Referee's Choice Sports,Sales Associate,9:00 AM - 5:00 PM
Jenny,Barberá,1992-07-24 10:13:07,Female,8,Real Madrid - Referee's Choice Sports,Inventory Clerk,10:00 AM - 6:00 PM
Amador,Folch,2003-02-14 05:17:40,Male,15,Real Madrid - Referee's Choice Sports,Cashier,11:00 AM - 7:00 PM
Jesús,Alberto,1994-12-15 16:00:18,Male,13,Real Madrid - Referee's Choice Sports,Cashier,11:00 AM - 7:00 PM
Felipa,Falcó,1993-10-13 17:19:22,Female,13,Real Madrid - GoalLine Gear,Sales Associate,11:00 AM - 7:00 PM
David,Luna,1984-11-12 18:47:42,Male,5,Real Madrid - GoalLine Gear,Store Manager,11:00 AM - 7:00 PM
Gervasio,Ferrándiz,1986-05-04 01:53:42,Male,14,Real Madrid - GoalLine Gear,Cashier,12:00 PM - 8:00 PM
María Pilar,Morcillo,1975-12-22 16:35:53,Female,4,Real Madrid - GoalLine Gear,Customer Service Representative,11:00 AM - 7:00 PM
Ximena,Aroca,2000-07-30 04:57:00,Female,13,Real Madrid - KickOff Kits,Customer Service Representative,12:00 PM - 8:00 PM
Heliodoro,Valls,1983-11-01 06:23:06,Male,6,Real Madrid - KickOff Kits,Customer Service Representative,9:00 AM - 5:00 PM
Rómulo,Moles,1977-03-03 17:22:56,Male,3,Real Madrid - KickOff Kits,Sales Associate,9:00 AM - 5:00 PM
Antonia,Padilla,2005-11-18 01:47:07,Female,4,Real Madrid - KickOff Kits,Cashier,11:00 AM - 7:00 PM
Fortunata,Gibert,1984-05-28 18:34:17,Female,14,Real Madrid - KickOff Kits,Cashier,12:00 PM - 8:00 PM
René,Acuña,1992-07-02 00:48:35,Male,12,Real Madrid es - NetBound Sports,Sales Associate,11:00 AM - 7:00 PM
Nazario,Cervera,1992-03-16 16:53:53,Male,4,Real Madrid es - NetBound Sports,Store Manager,12:00 PM - 8:00 PM
América,Mulet,1977-01-01 16:46:05,Female,2,Real Madrid es - NetBound Sports,Store Manager,12:00 PM - 8:00 PM
Raimundo,Polo,2000-07-16 16:04:12,Male,14,Real Madrid es - NetBound Sports,Cashier,10:00 AM - 6:00 PM
Quique,Feijoo,1993-01-31 21:31:54,Male,9,Real Madrid es - NetBound Sports,Inventory Clerk,9:00 AM - 5:00 PM
Carina,Ferreras,1974-06-27 05:48:38,Female,14,Real Madrid es - NetBound Sports,Store Manager,10:00 AM - 6:00 PM
Leopoldo,Chaparro,1998-01-04 00:17:47,Male,8,Real Madrid es - KickOff Kits,Inventory Clerk,11:00 AM - 7:00 PM
Abraham,Acero,1981-09-22 15:02:37,Male,7,Real Madrid es - KickOff Kits,Sales Associate,10:00 AM - 6:00 PM
Tatiana,Requena,1978-12-24 17:17:38,Female,5,Real Madrid es - PitchPerfect Provisions,Inventory Clerk,9:00 AM - 5:00 PM
Alejandra,Pareja,1987-07-30 11:49:08,Female,8,Real Madrid es - PitchPerfect Provisions,Inventory Clerk,11:00 AM - 7:00 PM
Carlito,Campillo,1989-05-13 17:52:59,Male,13,Real Madrid es - PitchSide Pro Shop,Sales Associate,10:00 AM - 6:00 PM
Andrés,Pol,1998-09-19 21:59:37,Male,7,Real Madrid es - PitchSide Pro Shop,Cashier,10:00 AM - 6:00 PM
Jose Manuel,Arregui,1985-08-10 20:48:52,Male,4,Real Madrid es - PitchSide Pro Shop,Store Manager,12:00 PM - 8:00 PM
Augusto,Mármol,1979-09-01 04:42:01,Male,11,Real Madrid es - PitchSide Pro Shop,Sales Associate,10:00 AM - 6:00 PM
Jose Ignacio,Pedrero,1984-11-09 20:09:36,Male,11,Real Madrid es - CornerKick Collections,Store Manager,11:00 AM - 7:00 PM
Juliana,Morillo,1990-12-28 12:38:11,Female,14,Real Madrid es - CornerKick Collections,Sales Associate,10:00 AM - 6:00 PM
Cintia,Amigó,1997-08-04 20:56:26,Female,5,Real Madrid es - CornerKick Collections,Sales Associate,11:00 AM - 7:00 PM
Fabiana,Calatayud,2002-06-26 00:28:20,Female,7,Real Madrid es - GoalLine Gear,Sales Associate,9:00 AM - 5:00 PM
Inocencio,Acero,1979-01-11 12:16:09,Male,5,Real Madrid es - GoalLine Gear,Inventory Clerk,10:00 AM - 6:00 PM
Bernardita,Miralles,1995-09-05 10:37:41,Female,13,Real Madrid es - GoalLine Gear,Sales Associate,12:00 PM - 8:00 PM
Teodosio,Jáuregui,1977-08-24 11:10:06,Male,14,Real Madrid es - Referee's Choice Sports,Store Manager,11:00 AM - 7:00 PM
Almudena,Peláez,2005-10-03 11:53:21,Female,4,Real Madrid es - Referee's Choice Sports,Inventory Clerk,10:00 AM - 6:00 PM
Amelia,Ballester,1997-04-26 05:17:27,Female,10,Real Madrid es - Referee's Choice Sports,Sales Associate,12:00 PM - 8:00 PM
Socorro,Giner,1991-01-09 23:24:24,Female,3,Real Madrid es - Referee's Choice Sports,Sales Associate,12:00 PM - 8:00 PM
María Belén,Pedrosa,1998-10-29 06:13:46,Female,11,Real Madrid es - SoccerSphere,Sales Associate,9:00 AM - 5:00 PM
Ildefonso,Alberto,1983-06-15 12:34:49,Male,7,Real Madrid es - SoccerSphere,Cashier,11:00 AM - 7:00 PM
Judith,Mayol,1989-11-27 15:32:37,Female,12,Real Madrid es - TurfTrends Emporium,Inventory Clerk,9:00 AM - 5:00 PM
Rico,Nieto,1985-01-14 00:31:30,Male,6,Real Madrid es - TurfTrends Emporium,Store Manager,10:00 AM - 6:00 PM
Albina,Barón,2000-11-30 14:49:37,Female,7,Real Madrid es - TurfTrends Emporium,Customer Service Representative,12:00 PM - 8:00 PM
Reyes,Andrés,1992-03-03 02:59:17,Male,6,Real Madrid es - Striker's Style Outlet,Sales Associate,10:00 AM - 6:00 PM
Íñigo,Cantero,1976-12-20 21:19:17,Male,2,Real Madrid es - Striker's Style Outlet,Store Manager,11:00 AM - 7:00 PM
Baldomero,Piquer,1994-10-18 08:35:56,Male,3,Real Madrid es - Striker's Style Outlet,Store Manager,12:00 PM - 8:00 PM
Guiomar,Ortega,1996-09-20 20:08:31,Male,10,Real Madrid es - Striker's Style Outlet,Cashier,11:00 AM - 7:00 PM
Plácido,Uribe,1988-02-16 11:04:21,Male,13,Real Sociedad - NetBound Sports,Customer Service Representative,12:00 PM - 8:00 PM
Amparo,Vilaplana,1985-02-23 00:31:11,Female,10,Real Sociedad - NetBound Sports,Customer Service Representative,11:00 AM - 7:00 PM
Lara,Cordero,1996-11-27 14:00:54,Female,10,Real Sociedad - NetBound Sports,Cashier,12:00 PM - 8:00 PM
Desiderio,Gutiérrez,1997-02-22 03:37:16,Male,6,Real Sociedad - NetBound Sports,Cashier,12:00 PM - 8:00 PM
Marisa,Feliu,1990-10-16 11:35:47,Female,7,Real Sociedad - NetBound Sports,Cashier,9:00 AM - 5:00 PM
Román,Roda,1995-10-21 13:07:55,Male,12,Real Sociedad - NetBound Sports,Customer Service Representative,9:00 AM - 5:00 PM
Maite,Bárcena,1994-02-19 19:01:07,Female,13,Real Sociedad - PitchSide Pro Shop,Inventory Clerk,12:00 PM - 8:00 PM
Francisco Javier,Cabezas,1985-06-12 23:50:09,Male,7,Real Sociedad - PitchSide Pro Shop,Store Manager,9:00 AM - 5:00 PM
Violeta,Figueroa,1980-08-04 01:15:42,Female,12,Real Sociedad - SoccerSphere,Inventory Clerk,12:00 PM - 8:00 PM
Patricio,Baeza,1980-01-25 00:22:41,Male,13,Real Sociedad - SoccerSphere,Cashier,11:00 AM - 7:00 PM
Eliseo,Gargallo,1983-02-06 13:57:44,Male,5,Real Sociedad - SoccerSphere,Sales Associate,11:00 AM - 7:00 PM
Juanita,Ibañez,1984-11-30 07:12:10,Female,5,Real Sociedad - SoccerSphere,Cashier,10:00 AM - 6:00 PM
Rodrigo,Villegas,1977-05-04 12:23:39,Male,3,Real Sociedad - KickOff Kits,Cashier,12:00 PM - 8:00 PM
Pepe,Chaves,2005-02-08 18:15:05,Male,2,Real Sociedad - KickOff Kits,Cashier,11:00 AM - 7:00 PM
Mayte,Izquierdo,1981-10-15 04:45:20,Female,11,Real Sociedad - KickOff Kits,Customer Service Representative,11:00 AM - 7:00 PM
Margarita,Chacón,1981-06-23 20:40:51,Female,3,Real Sociedad - KickOff Kits,Inventory Clerk,10:00 AM - 6:00 PM
Cruz,Nebot,2001-11-04 09:35:36,Female,15,Real Sociedad - Striker's Style Outlet,Customer Service Representative,10:00 AM - 6:00 PM
Olimpia,Morillo,1983-11-12 10:24:42,Female,6,Real Sociedad - Striker's Style Outlet,Sales Associate,10:00 AM - 6:00 PM
Valentina,Expósito,1989-11-07 04:25:48,Female,13,Real Sociedad - Striker's Style Outlet,Cashier,12:00 PM - 8:00 PM
Tere,Diego,1988-04-04 21:00:44,Female,3,Real Sociedad - Striker's Style Outlet,Inventory Clerk,11:00 AM - 7:00 PM
Bernardita,Cerdá,2000-07-04 02:03:48,Female,7,Real Sociedad - Striker's Style Outlet,Cashier,12:00 PM - 8:00 PM
Macario,Cervera,1995-10-23 14:52:52,Male,4,Real Sociedad - GoalLine Gear,Sales Associate,10:00 AM - 6:00 PM
Fermín,Botella,1998-01-19 00:12:53,Male,9,Real Sociedad - GoalLine Gear,Customer Service Representative,11:00 AM - 7:00 PM
Sebastián,Aliaga,1985-10-17 18:50:47,Male,13,Real Sociedad - GoalLine Gear,Customer Service Representative,10:00 AM - 6:00 PM
Angelita,Barrio,1980-04-14 10:40:23,Female,8,Real Sociedad - GoalLine Gear,Cashier,12:00 PM - 8:00 PM
Amando,Blanca,2000-10-22 10:24:14,Male,13,Real Sociedad - TurfTrends Emporium,Cashier,11:00 AM - 7:00 PM
Julián,Barros,1975-12-02 00:35:32,Male,4,Real Sociedad - TurfTrends Emporium,Customer Service Representative,11:00 AM - 7:00 PM
Eloy,Llobet,1987-11-28 15:53:36,Male,4,Real Sociedad - TurfTrends Emporium,Cashier,9:00 AM - 5:00 PM
Judith,Capdevila,1990-03-02 04:22:26,Female,9,Real Sociedad - CornerKick Collections,Store Manager,11:00 AM - 7:00 PM
Ernesto,Galván,1977-08-18 10:43:06,Male,14,Real Sociedad - CornerKick Collections,Store Manager,11:00 AM - 7:00 PM
Nicolasa,Fernández,1983-06-28 03:55:31,Female,12,Real Sociedad - CornerKick Collections,Sales Associate,10:00 AM - 6:00 PM
Clotilde,Clemente,1993-05-25 07:08:59,Female,7,Real Sociedad - CornerKick Collections,Cashier,11:00 AM - 7:00 PM
Celia,Bayona,1997-07-13 07:44:04,Female,14,Real Sociedad - CornerKick Collections,Cashier,9:00 AM - 5:00 PM
Leyre,España,2000-06-30 13:10:19,Female,3,Real Sociedad - CornerKick Collections,Store Manager,11:00 AM - 7:00 PM
Verónica,Osorio,1982-06-26 04:51:18,Female,13,Real Sociedad - PitchPerfect Provisions,Inventory Clerk,10:00 AM - 6:00 PM
Cebrián,Donaire,2002-08-01 23:40:14,Male,12,Real Sociedad - PitchPerfect Provisions,Inventory Clerk,11:00 AM - 7:00 PM
Edelmira,Miguel,1993-04-21 02:41:52,Female,6,Real Sociedad - PitchPerfect Provisions,Customer Service Representative,9:00 AM - 5:00 PM
Florentino,Polo,2002-05-17 23:53:19,Male,5,Real Sociedad - PitchPerfect Provisions,Store Manager,12:00 PM - 8:00 PM
María Ángeles,Zamorano,1990-04-28 13:40:48,Female,15,Real Sociedad - PitchPerfect Provisions,Inventory Clerk,11:00 AM - 7:00 PM
Esmeralda,Ferrán,2005-07-03 01:37:49,Female,3,Real Sociedad - Referee's Choice Sports,Cashier,12:00 PM - 8:00 PM
Josefa,Gargallo,2001-12-05 01:35:08,Female,11,Real Sociedad - Referee's Choice Sports,Customer Service Representative,9:00 AM - 5:00 PM
Sonia,Puerta,1986-11-25 10:13:27,Female,13,Real Sociedad - Referee's Choice Sports,Customer Service Representative,11:00 AM - 7:00 PM
Diego,Palomino,1998-03-09 08:02:36,Male,11,Real Sociedad - Referee's Choice Sports,Sales Associate,11:00 AM - 7:00 PM
Jovita,Camacho,1989-07-07 13:51:07,Female,7,Real Sociedad - Referee's Choice Sports,Cashier,10:00 AM - 6:00 PM
Luisina,Peralta,1978-09-03 12:55:11,Female,5,Real Sociedad B - Striker's Style Outlet,Sales Associate,10:00 AM - 6:00 PM
Luisina,Arellano,1997-06-01 08:37:00,Female,10,Real Sociedad B - Striker's Style Outlet,Sales Associate,9:00 AM - 5:00 PM
Chuy,Mínguez,1991-09-29 22:34:51,Male,7,Real Sociedad B - Striker's Style Outlet,Store Manager,9:00 AM - 5:00 PM
Andrés Felipe,Maza,1987-11-28 09:19:39,Male,3,Real Sociedad B - GoalLine Gear,Customer Service Representative,10:00 AM - 6:00 PM
Estrella,Bilbao,2003-04-03 01:21:37,Female,5,Real Sociedad B - GoalLine Gear,Sales Associate,10:00 AM - 6:00 PM
Balduino,Sanz,1992-11-07 05:39:24,Male,15,Real Sociedad B - GoalLine Gear,Customer Service Representative,12:00 PM - 8:00 PM
Itziar,Baquero,1991-09-28 04:02:27,Female,12,Real Sociedad B - KickOff Kits,Inventory Clerk,12:00 PM - 8:00 PM
Arsenio,Larrea,1981-05-30 09:46:14,Male,6,Real Sociedad B - KickOff Kits,Sales Associate,9:00 AM - 5:00 PM
Ale,Duque,1988-01-16 14:15:35,Female,8,Real Sociedad B - KickOff Kits,Inventory Clerk,12:00 PM - 8:00 PM
Manuel,Arce,2003-08-25 01:34:47,Male,7,Real Sociedad B - KickOff Kits,Customer Service Representative,10:00 AM - 6:00 PM
Ariel,Pacheco,1987-05-06 03:31:12,Female,15,Real Sociedad B - NetBound Sports,Inventory Clerk,11:00 AM - 7:00 PM
Porfirio,Miró,1976-09-08 04:44:49,Male,12,Real Sociedad B - NetBound Sports,Customer Service Representative,11:00 AM - 7:00 PM
José Antonio,Valbuena,1974-04-17 05:59:05,Male,5,Real Sociedad B - NetBound Sports,Cashier,10:00 AM - 6:00 PM
Luciana,Quintana,1979-05-30 11:54:36,Female,8,Real Sociedad B - PitchPerfect Provisions,Customer Service Representative,11:00 AM - 7:00 PM
Cristian,Huguet,1996-05-01 22:49:45,Male,12,Real Sociedad B - PitchPerfect Provisions,Customer Service Representative,9:00 AM - 5:00 PM
Samanta,Rueda,1984-07-11 12:36:14,Female,14,Real Sociedad B - PitchSide Pro Shop,Inventory Clerk,10:00 AM - 6:00 PM
Teodoro,Raya,1979-02-02 14:41:35,Male,7,Real Sociedad B - PitchSide Pro Shop,Inventory Clerk,9:00 AM - 5:00 PM
Isaías,Quevedo,2002-05-07 23:12:52,Male,5,Real Sociedad B - PitchSide Pro Shop,Customer Service Representative,12:00 PM - 8:00 PM
Manuelita,Hernando,1983-08-23 04:39:12,Female,13,Real Sociedad B - PitchSide Pro Shop,Cashier,9:00 AM - 5:00 PM
Leonel,Iglesias,1982-05-17 15:46:16,Male,6,Real Sociedad B - PitchSide Pro Shop,Customer Service Representative,9:00 AM - 5:00 PM
Jeremías,Cózar,1976-04-23 15:01:23,Male,14,Real Sociedad B - TurfTrends Emporium,Inventory Clerk,9:00 AM - 5:00 PM
Carina,Martinez,1994-03-07 17:29:10,Female,14,Real Sociedad B - TurfTrends Emporium,Sales Associate,10:00 AM - 6:00 PM
Mariano,Barco,1998-07-26 07:21:04,Male,2,Real Sociedad B - CornerKick Collections,Inventory Clerk,12:00 PM - 8:00 PM
Claudia,Carnero,2003-10-31 16:30:09,Female,10,Real Sociedad B - CornerKick Collections,Sales Associate,9:00 AM - 5:00 PM
Tamara,Vives,1986-04-14 05:40:35,Female,4,Real Sociedad B - CornerKick Collections,Inventory Clerk,12:00 PM - 8:00 PM
Delfina,Baena,1982-04-26 23:28:08,Female,6,Real Sociedad B - CornerKick Collections,Inventory Clerk,10:00 AM - 6:00 PM
Narcisa,Morán,1983-11-21 05:53:11,Female,12,Real Sociedad B - CornerKick Collections,Sales Associate,11:00 AM - 7:00 PM
Cosme,Morillo,1976-09-27 00:05:13,Male,12,Real Sociedad B - Referee's Choice Sports,Store Manager,12:00 PM - 8:00 PM
Fabiola,Catalán,2002-04-02 05:20:44,Female,4,Real Sociedad B - Referee's Choice Sports,Customer Service Representative,12:00 PM - 8:00 PM
Yaiza,Vargas,1996-04-07 03:02:30,Female,13,Real Sociedad B - Referee's Choice Sports,Sales Associate,11:00 AM - 7:00 PM
Xavier,Garriga,1998-02-06 16:26:47,Male,4,Real Sociedad B - Referee's Choice Sports,Store Manager,11:00 AM - 7:00 PM
Cosme,Segura,1983-11-14 02:35:21,Male,9,Real Sociedad B - SoccerSphere,Inventory Clerk,12:00 PM - 8:00 PM
Ofelia,Orozco,2005-03-25 14:28:57,Female,6,Real Sociedad B - SoccerSphere,Store Manager,12:00 PM - 8:00 PM
Manu,Solera,1991-09-18 21:13:08,Female,15,Real Sociedad B - SoccerSphere,Sales Associate,9:00 AM - 5:00 PM
Ismael,Pera,2003-05-13 04:57:36,Male,8,Real Sociedad B - SoccerSphere,Customer Service Representative,9:00 AM - 5:00 PM
Rómulo,Cuenca,1997-08-27 10:02:40,Male,14,Real Sociedad B - SoccerSphere,Sales Associate,11:00 AM - 7:00 PM
Jose Antonio,Querol,1976-01-16 02:41:46,Male,8,Real Sociedad es - KickOff Kits,Store Manager,9:00 AM - 5:00 PM
Mario,Pomares,1992-09-19 16:27:23,Male,7,Real Sociedad es - KickOff Kits,Store Manager,11:00 AM - 7:00 PM
Vera,Marco,1993-09-27 21:01:52,Female,7,Real Sociedad es - GoalLine Gear,Store Manager,9:00 AM - 5:00 PM
Ester,Manso,1979-07-16 09:05:08,Female,2,Real Sociedad es - GoalLine Gear,Inventory Clerk,9:00 AM - 5:00 PM
Ema,Acosta,1975-02-28 01:38:48,Female,13,Real Sociedad es - GoalLine Gear,Store Manager,10:00 AM - 6:00 PM
Fermín,Palomo,1993-09-27 14:54:46,Male,9,Real Sociedad es - GoalLine Gear,Sales Associate,10:00 AM - 6:00 PM
Gregorio,Rodríguez,1987-12-02 13:37:43,Male,11,Real Sociedad es - Striker's Style Outlet,Cashier,10:00 AM - 6:00 PM
Aitor,Gascón,1982-01-02 05:41:20,Male,4,Real Sociedad es - Striker's Style Outlet,Cashier,12:00 PM - 8:00 PM
Emperatriz,Orozco,1976-01-02 12:17:23,Female,12,Real Sociedad es - TurfTrends Emporium,Sales Associate,9:00 AM - 5:00 PM
Ramona,Pelayo,1994-04-09 23:12:56,Female,9,Real Sociedad es - TurfTrends Emporium,Inventory Clerk,9:00 AM - 5:00 PM
Manuela,Hernando,1982-05-18 14:41:30,Female,9,Real Sociedad es - TurfTrends Emporium,Store Manager,9:00 AM - 5:00 PM
Mirta,Quintanilla,1987-05-22 11:33:17,Female,2,Real Sociedad es - TurfTrends Emporium,Inventory Clerk,12:00 PM - 8:00 PM
Teófila,Leal,1987-01-06 18:58:28,Female,5,Real Sociedad es - CornerKick Collections,Customer Service Representative,12:00 PM - 8:00 PM
Ileana,Vilar,1989-01-31 04:36:39,Female,2,Real Sociedad es - CornerKick Collections,Inventory Clerk,12:00 PM - 8:00 PM
Rosa,Murillo,1980-07-27 23:53:50,Female,3,Real Sociedad es - CornerKick Collections,Customer Service Representative,9:00 AM - 5:00 PM
Beatriz,Montero,1978-01-07 22:09:42,Female,5,Real Sociedad es - CornerKick Collections,Cashier,12:00 PM - 8:00 PM
Ruperta,Rosa,1985-03-19 19:42:40,Female,7,Real Sociedad es - PitchSide Pro Shop,Store Manager,10:00 AM - 6:00 PM
Corona,Rozas,1995-11-04 20:48:12,Female,4,Real Sociedad es - PitchSide Pro Shop,Sales Associate,10:00 AM - 6:00 PM
Luz,Orozco,1993-08-31 00:54:00,Female,8,Real Sociedad es - NetBound Sports,Cashier,11:00 AM - 7:00 PM
Belen,Sanmiguel,1987-09-30 02:30:44,Female,12,Real Sociedad es - NetBound Sports,Customer Service Representative,9:00 AM - 5:00 PM
Javiera,Palma,1999-07-20 17:01:00,Female,3,Real Sociedad es - NetBound Sports,Store Manager,11:00 AM - 7:00 PM
Alondra,Cárdenas,1990-12-19 14:48:23,Female,15,Real Sociedad es - SoccerSphere,Inventory Clerk,11:00 AM - 7:00 PM
Marc,Díez,1981-08-07 01:05:52,Male,8,Real Sociedad es - SoccerSphere,Sales Associate,12:00 PM - 8:00 PM
Gabriela,Domingo,1984-10-29 12:53:05,Female,10,Real Sociedad es - SoccerSphere,Inventory Clerk,11:00 AM - 7:00 PM
Leyre,Barón,1987-01-15 10:07:43,Female,11,Real Sociedad es - SoccerSphere,Customer Service Representative,11:00 AM - 7:00 PM
Clotilde,Villar,1985-01-13 07:23:00,Female,10,Real Sociedad es - SoccerSphere,Inventory Clerk,9:00 AM - 5:00 PM
Ileana,Boada,1976-05-10 22:07:49,Female,13,Real Sociedad es - SoccerSphere,Store Manager,10:00 AM - 6:00 PM
Luna,Álamo,2004-02-12 09:10:56,Female,5,Real Sociedad es - Referee's Choice Sports,Customer Service Representative,10:00 AM - 6:00 PM
Feliciano,Canet,1981-11-04 05:34:54,Male,6,Real Sociedad es - Referee's Choice Sports,Sales Associate,11:00 AM - 7:00 PM
Dulce,Pina,1998-06-23 01:00:55,Female,10,Real Sociedad es - Referee's Choice Sports,Inventory Clerk,11:00 AM - 7:00 PM
Encarna,Aguirre,1981-11-03 16:52:59,Female,12,Real Sociedad es - Referee's Choice Sports,Customer Service Representative,10:00 AM - 6:00 PM
Gala,Saavedra,2000-05-04 09:35:42,Female,4,Real Sociedad es - Referee's Choice Sports,Customer Service Representative,9:00 AM - 5:00 PM
Cruz,Asenjo,1982-10-30 14:20:04,Male,15,Real Sociedad es - Referee's Choice Sports,Store Manager,9:00 AM - 5:00 PM
Florentina,Macías,1999-05-13 07:44:30,Female,11,Real Sociedad es - PitchPerfect Provisions,Inventory Clerk,11:00 AM - 7:00 PM
Joel,Prats,1998-01-03 09:09:01,Male,14,Real Sociedad es - PitchPerfect Provisions,Cashier,10:00 AM - 6:00 PM
Seve,Gibert,1987-07-04 13:46:36,Male,3,Red Star rs - SoccerSphere,Sales Associate,10:00 AM - 6:00 PM
América,Girona,1987-10-20 11:31:23,Female,9,Red Star rs - SoccerSphere,Cashier,11:00 AM - 7:00 PM
Florinda,Garcia,1992-10-04 10:09:28,Female,14,Red Star rs - SoccerSphere,Cashier,9:00 AM - 5:00 PM
Anunciación,Barriga,1994-03-12 13:30:52,Female,3,Red Star rs - Referee's Choice Sports,Inventory Clerk,11:00 AM - 7:00 PM
Tere,Zorrilla,1998-01-05 21:14:01,Female,3,Red Star rs - Referee's Choice Sports,Customer Service Representative,10:00 AM - 6:00 PM
Joaquina,Gabaldón,2003-10-18 21:00:19,Female,2,Red Star rs - Referee's Choice Sports,Cashier,10:00 AM - 6:00 PM
Manola,Miranda,1993-07-29 22:24:25,Female,12,Red Star rs - Referee's Choice Sports,Store Manager,10:00 AM - 6:00 PM
Teresa,Salgado,2000-04-02 04:46:32,Female,7,Red Star rs - Referee's Choice Sports,Sales Associate,9:00 AM - 5:00 PM
Chuy,Gibert,1985-10-03 12:19:06,Male,15,Red Star rs - Referee's Choice Sports,Sales Associate,9:00 AM - 5:00 PM
Áurea,Reig,1983-03-21 20:08:03,Female,4,Red Star rs - GoalLine Gear,Inventory Clerk,11:00 AM - 7:00 PM
Narcisa,Cazorla,2001-12-04 17:56:46,Female,12,Red Star rs - GoalLine Gear,Customer Service Representative,9:00 AM - 5:00 PM
