Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Mallorca Cap L 33.98 UV Protection,Mallorca,Cap,"Headwear with a brim, often used for sports or casual wear.",33.98,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,L,,14,,,UV Protection,,,,,Mallorca - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 13 digit,0%,"Girona, Spain",2,343688650066796,11/31,67.96,2022-09-18 22:51:07
Mallorca Bermuda Shorts S 76.48  All Seasons Polyester,Mallorca,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",76.48,Summer Activities,Perfect for staying cool during summer activities.,S,,72,UV Protection,,,All Seasons,,Polyester,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Diners Club / Carte Blanche,0%,"Almería, Spain",6,4902004939594621,05/24,458.88,2023-03-04 03:13:17
Mallorca Coat XL 220.98  Winter Cotton,Mallorca,Coat,Outerwear garment for protection against cold weather.,220.98,Winter Activities,Designed to keep you warm during winter activities.,XL,,76,Wind-resistant,,,Winter,,Cotton,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",American Express,15%,"Cuenca, Spain",1,4733544986260,06/29,220.98,2023-04-10 21:24:03
Mallorca Bermuda Shorts M 76.48  All Seasons Polyester,Mallorca,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",76.48,Summer Activities,Perfect for staying cool during summer activities.,M,,115,UV Protection,,,All Seasons,,Polyester,,Mallorca - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 15 digit,50%,"Tarragona, Spain",4,5237999466099287,11/27,305.92,2021-05-08 20:01:12
Mallorca Socks 3XL Official 16.98 All sports  Sweet fit,Mallorca,Socks,Garments worn on the feet for comfort and warmth.,16.98,Sports and Exercise,Designed for sports and exercise routines.,3XL,Official,4,,All sports,,,Sweet,,fit,Mallorca - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 15 digit,0%,"Melilla, Spain",9,4102312381314101,08/32,152.82,2019-11-10 08:47:48
Mallorca Backpack Official 118.98 Multi-Compartment,Mallorca,Backpack,"Bag worn on the back, designed to carry belongings.",118.98,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,95,Laptop Compartment,,Multi-Compartment,,,,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Mastercard,0%,"Jaén, Spain",8,2396110773939421,07/28,951.84,2020-07-09 18:32:45
Mallorca Jersey M Official 84.98  All Seasons Polyester,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Suitable for any sports activity.,M,Official,25,Breathable,,,All Seasons,,Polyester,,Mallorca - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,15%,"Málaga, Spain",7,4215484638713,01/27,594.86,2020-06-04 17:03:32
Mallorca Long Pants XS Official 101.98  Summer Blend,Mallorca,Long Pants,Full-length trousers or pants.,101.98,Sports and Exercise,Designed for sports and exercise activities.,XS,Official,95,,,,Summer,,Blend,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"Pontevedra, Spain",7,639079774167,10/26,713.86,2023-03-15 01:00:22
Mallorca Pencil Case  22.08 Ink Compartment,Mallorca,Pencil Case,"Container for storing pens, pencils, and other stationery.",22.08,School and Office,Useful for school and office organization.,,,96,Multi-Compartment,,Ink Compartment,,,,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Tarragona, Spain",1,502058752689,09/24,22.08,2022-01-31 08:33:58
Mallorca Ball  42.48,Mallorca,Ball,Spherical object used in various sports and games.,42.48,Any Sport,Versatile ball for various sports and games.,,,51,,,,,,,,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 16 digit,10%,"Granada, Spain",3,4479683888384615997,01/34,127.44,2020-10-12 07:06:39
Mallorca Socks XL Official 16.98 All sports  Sweet fit,Mallorca,Socks,Garments worn on the feet for comfort and warmth.,16.98,Sports and Exercise,Designed for sports and exercise routines.,XL,Official,7,,All sports,,,Sweet,,fit,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,50%,"Cuenca, Spain",9,2571395139368327,07/25,152.82,2023-06-11 15:24:00
Mallorca Polo Shirt 3XL Official 59.48  All Seasons Polyester,Mallorca,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",59.48,Casual Wear,Casual yet sporty attire for various occasions.,3XL,Official,69,,,,All Seasons,,Polyester,,Mallorca - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Maestro,0%,"Teruel, Spain",3,3582766741037341,11/26,178.44,2021-10-22 07:55:24
Mallorca Sweatshirt 2XL Official 67.98  Summer Blend,Mallorca,Sweatshirt,"Casual, warm garment for chilly weather.",67.98,Casual Wear,Comfortable and casual wear for everyday use.,2XL,Official,52,,,,Summer,,Blend,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 16 digit,50%,"Ávila, Spain",9,6507578168930022,01/33,611.82,2022-01-16 06:50:31
Mallorca Jersey 2XL Official 84.98  All Seasons Polyester,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Suitable for any sports activity.,2XL,Official,27,Breathable,,,All Seasons,,Polyester,,Mallorca - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",American Express,50%,"Baleares, Spain",8,30504458663601,10/26,679.84,2023-06-24 16:59:01
Mallorca Sweatshirt XL 67.98  Summer Blend,Mallorca,Sweatshirt,"Casual, warm garment for chilly weather.",67.98,Casual Wear,Comfortable and casual wear for everyday use.,XL,,105,,,,Summer,,Blend,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Burgos, Spain",6,3523268729124714,11/25,407.88,2021-02-26 01:13:42
Mallorca Boots 2XL 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,2XL,,83,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 15 digit,0%,"Huelva, Spain",10,6011289417291518,06/28,1359.8,2021-04-02 07:02:56
Mallorca Ball  42.48,Mallorca,Ball,Spherical object used in various sports and games.,42.48,Any Sport,Versatile ball for various sports and games.,,,92,,,,,,,,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",JCB 16 digit,0%,"Lleida, Spain",12,213193207915386,10/24,509.76,2019-10-07 07:51:55
Mallorca Bermuda Shorts L Official 76.48  All Seasons Polyester,Mallorca,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",76.48,Summer Activities,Perfect for staying cool during summer activities.,L,Official,49,UV Protection,,,All Seasons,,Polyester,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 15 digit,0%,"Teruel, Spain",8,4870992014747882,12/24,611.84,2023-02-28 13:33:35
Mallorca Jersey M Official 84.98  Summer Blend,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Versatile athletic shirt for any sport.,M,Official,79,,,,Summer,,Blend,,Mallorca - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,25%,"León, Spain",4,3524355857711757,12/27,339.92,2023-12-20 20:45:50
Mallorca Cap S 33.98 UV Protection,Mallorca,Cap,"Headwear with a brim, often used for sports or casual wear.",33.98,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,S,,74,,,UV Protection,,,,,Mallorca - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"León, Spain",11,4725889344213549385,05/28,373.78,2019-12-12 07:47:29
Mallorca Boots M Official 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,M,Official,115,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 15 digit,10%,"Segovia, Spain",3,6011289417291518,06/28,407.93999999999994,2020-05-04 10:15:35
Mallorca Polo Shirt L 59.48  All Seasons Polyester,Mallorca,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",59.48,Casual Wear,Casual yet sporty attire for various occasions.,L,,68,,,,All Seasons,,Polyester,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"Huesca, Spain",6,213141121607472,04/25,356.88,2019-05-08 21:12:32
Mallorca Sweatshirt XL Official 67.98  Summer Blend,Mallorca,Sweatshirt,"Casual, warm garment for chilly weather.",67.98,Casual Wear,Comfortable and casual wear for everyday use.,XL,Official,71,,,,Summer,,Blend,,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 15 digit,0%,"Almería, Spain",7,4973223479213002596,03/34,475.86,2022-03-28 11:53:35
Mallorca Boots 3XL 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,3XL,,24,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 19 digit,25%,"Palencia, Spain",3,3559002572174691,12/30,407.93999999999994,2021-06-20 00:31:06
Mallorca Pencil Case Official 22.08 Ink Compartment,Mallorca,Pencil Case,"Container for storing pens, pencils, and other stationery.",22.08,School and Office,Useful for school and office organization.,,Official,89,Multi-Compartment,,Ink Compartment,,,,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 19 digit,0%,"Segovia, Spain",6,4460593209874605837,03/34,132.48,2019-12-28 14:47:54
Mallorca Socks 3XL 16.98 All sports  Sweet fit,Mallorca,Socks,Garments worn on the feet for comfort and warmth.,16.98,Sports and Exercise,Designed for sports and exercise routines.,3XL,,87,,All sports,,,Sweet,,fit,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 15 digit,0%,"Palencia, Spain",1,4765363453527,06/29,16.98,2024-03-08 10:09:52
Mallorca Socks 2XL Official 16.98 All sports  Sweet fit,Mallorca,Socks,Garments worn on the feet for comfort and warmth.,16.98,Sports and Exercise,Designed for sports and exercise routines.,2XL,Official,121,,All sports,,,Sweet,,fit,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 13 digit,0%,"Toledo, Spain",5,2243776279237133,02/33,84.9,2022-11-13 17:23:45
Mallorca Coat 2XL 220.98  Winter Cotton,Mallorca,Coat,Outerwear garment for protection against cold weather.,220.98,Winter Activities,Designed to keep you warm during winter activities.,2XL,,108,Wind-resistant,,,Winter,,Cotton,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Mastercard,0%,"Almería, Spain",7,060430672109,07/31,1546.86,2019-06-06 00:06:14
Mallorca Polo Shirt M Official 59.48  All Seasons Polyester,Mallorca,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",59.48,Casual Wear,Casual yet sporty attire for various occasions.,M,Official,15,,,,All Seasons,,Polyester,,Mallorca - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,50%,"Murcia, Spain",3,3547201021803695,05/27,178.44,2020-12-07 19:50:11
Mallorca Bermuda Shorts S 76.48  All Seasons Polyester,Mallorca,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",76.48,Summer Activities,Perfect for staying cool during summer activities.,S,,59,UV Protection,,,All Seasons,,Polyester,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Ourense, Spain",12,3562348760521762,07/29,917.76,2022-03-22 14:20:51
Mallorca Shorts M 50.98  Winter Cotton,Mallorca,Shorts,"Brief-length trousers, worn in warm weather or for sports.",50.98,Summer Activities,Great for staying cool during summer sports.,M,,104,,,,Winter,,Cotton,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Diners Club / Carte Blanche,0%,"Albacete, Spain",1,4556911629297332,07/27,50.98,2020-01-29 08:35:11
Mallorca Polo Shirt XL 59.48  All Seasons Polyester,Mallorca,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",59.48,Casual Wear,Casual yet sporty attire for various occasions.,XL,,19,,,,All Seasons,,Polyester,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 19 digit,0%,"La Rioja, Spain",7,4460593209874605837,03/34,416.35999999999996,2020-06-28 14:07:06
Málaga Shorts S 77.97  Winter Cotton,Málaga,Shorts,"Brief-length trousers, worn in warm weather or for sports.",77.97,Summer Activities,Great for staying cool during summer sports.,S,,119,,,,Winter,,Cotton,,Málaga - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",American Express,25%,"Melilla, Spain",8,4569736265448,09/24,623.76,2020-04-04 01:35:09
